/work3/soeba/HALOS/halos/lib/python3.8/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and will be removed in 0.15, please use 'weights' instead.
  warnings.warn(
/work3/soeba/HALOS/halos/lib/python3.8/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and will be removed in 0.15. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Training Epoch 1
Epoch 1, batch no. 10, gen. loss: nan, disc. loss: 0.33425143361091614
Epoch 1, batch no. 20, gen. loss: nan, disc. loss: 0.49981629848480225
Epoch 1, batch no. 30, gen. loss: nan, disc. loss: 0.3292669653892517
Epoch 1, batch no. 40, gen. loss: nan, disc. loss: 0.359843909740448
Epoch 1, batch no. 50, gen. loss: nan, disc. loss: 0.41761258244514465
Epoch 1, batch no. 60, gen. loss: nan, disc. loss: 0.4004706144332886
Epoch 1, batch no. 70, gen. loss: nan, disc. loss: 0.3284730911254883
Epoch 1, batch no. 80, gen. loss: nan, disc. loss: 1.5625184774398804
Epoch 1, batch no. 90, gen. loss: nan, disc. loss: nan
Epoch 1, batch no. 100, gen. loss: nan, disc. loss: nan
Epoch 1, batch no. 110, gen. loss: nan, disc. loss: 0.4554162323474884
Epoch 1, batch no. 120, gen. loss: nan, disc. loss: 2.4945216178894043
Epoch 1, batch no. 130, gen. loss: nan, disc. loss: 1.1348552703857422
Epoch 1, batch no. 140, gen. loss: nan, disc. loss: 1.3025754690170288
Epoch 1, batch no. 150, gen. loss: nan, disc. loss: 1.2330135107040405
Epoch 1, batch no. 160, gen. loss: nan, disc. loss: 1.4227430820465088
Epoch 1, batch no. 170, gen. loss: nan, disc. loss: nan
Epoch 1, batch no. 180, gen. loss: nan, disc. loss: 1.6242411136627197
Epoch 1, batch no. 190, gen. loss: nan, disc. loss: 1.4250972270965576
Epoch 1, batch no. 200, gen. loss: nan, disc. loss: nan
Epoch 1, batch no. 210, gen. loss: nan, disc. loss: nan
Epoch 1, batch no. 220, gen. loss: nan, disc. loss: 1.5658509731292725
Epoch 1, batch no. 230, gen. loss: nan, disc. loss: 1.4290181398391724
